text,URL,label,url_length,has_ip_address,dot_count,https_flag,subdomain_count
"Your account has been compromised, click here 504",http://192.168.249.249/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2074",http://192.168.34.34/login.php,1,30,1,4,0,3
"Welcome to our website, user 3364",https://www.legit3364.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3025",http://192.168.220.220/login.php,1,32,1,4,0,3
"Welcome to our website, user 3195",https://www.legit3195.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3810",http://192.168.240.240/login.php,1,32,1,4,0,3
"Welcome to our website, user 969",https://www.legit969.com/login,0,30,0,2,1,1
"Welcome to our website, user 3734",https://www.legit3734.com/login,0,31,0,2,1,1
"Welcome to our website, user 925",https://www.legit925.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4496",http://192.168.161.161/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1451",http://192.168.176.176/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3797",http://192.168.227.227/login.php,1,32,1,4,0,3
"Welcome to our website, user 2851",https://www.legit2851.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 180",http://192.168.180.180/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1723",http://192.168.193.193/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4322",http://192.168.242.242/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2810",http://192.168.5.5/login.php,1,28,1,4,0,3
"Welcome to our website, user 4471",https://www.legit4471.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 168",http://192.168.168.168/login.php,1,32,1,4,0,3
"Welcome to our website, user 4348",https://www.legit4348.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2903",http://192.168.98.98/login.php,1,30,1,4,0,3
"Welcome to our website, user 3626",https://www.legit3626.com/login,0,31,0,2,1,1
"Welcome to our website, user 1789",https://www.legit1789.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3293",http://192.168.233.233/login.php,1,32,1,4,0,3
"Welcome to our website, user 2059",https://www.legit2059.com/login,0,31,0,2,1,1
"Welcome to our website, user 4013",https://www.legit4013.com/login,0,31,0,2,1,1
"Welcome to our website, user 1902",https://www.legit1902.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 573",http://192.168.63.63/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1925",http://192.168.140.140/login.php,1,32,1,4,0,3
"Welcome to our website, user 75",https://www.legit75.com/login,0,29,0,2,1,1
"Welcome to our website, user 2345",https://www.legit2345.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 484",http://192.168.229.229/login.php,1,32,1,4,0,3
"Welcome to our website, user 430",https://www.legit430.com/login,0,30,0,2,1,1
"Welcome to our website, user 4586",https://www.legit4586.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3099",http://192.168.39.39/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3457",http://192.168.142.142/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3156",http://192.168.96.96/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2893",http://192.168.88.88/login.php,1,30,1,4,0,3
"Welcome to our website, user 1553",https://www.legit1553.com/login,0,31,0,2,1,1
"Welcome to our website, user 240",https://www.legit240.com/login,0,30,0,2,1,1
"Welcome to our website, user 783",https://www.legit783.com/login,0,30,0,2,1,1
"Welcome to our website, user 3066",https://www.legit3066.com/login,0,31,0,2,1,1
"Welcome to our website, user 977",https://www.legit977.com/login,0,30,0,2,1,1
"Welcome to our website, user 2941",https://www.legit2941.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 377",http://192.168.122.122/login.php,1,32,1,4,0,3
"Welcome to our website, user 4730",https://www.legit4730.com/login,0,31,0,2,1,1
"Welcome to our website, user 1620",https://www.legit1620.com/login,0,31,0,2,1,1
"Welcome to our website, user 2146",https://www.legit2146.com/login,0,31,0,2,1,1
"Welcome to our website, user 1801",https://www.legit1801.com/login,0,31,0,2,1,1
"Welcome to our website, user 2095",https://www.legit2095.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1074",http://192.168.54.54/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 245",http://192.168.245.245/login.php,1,32,1,4,0,3
"Welcome to our website, user 1357",https://www.legit1357.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3063",http://192.168.3.3/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 1050",http://192.168.30.30/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3368",http://192.168.53.53/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1017",http://192.168.252.252/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4931",http://192.168.86.86/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3769",http://192.168.199.199/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2503",http://192.168.208.208/login.php,1,32,1,4,0,3
"Welcome to our website, user 1609",https://www.legit1609.com/login,0,31,0,2,1,1
"Welcome to our website, user 3096",https://www.legit3096.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4771",http://192.168.181.181/login.php,1,32,1,4,0,3
"Welcome to our website, user 2415",https://www.legit2415.com/login,0,31,0,2,1,1
"Welcome to our website, user 2017",https://www.legit2017.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1018",http://192.168.253.253/login.php,1,32,1,4,0,3
"Welcome to our website, user 4125",https://www.legit4125.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4802",http://192.168.212.212/login.php,1,32,1,4,0,3
"Welcome to our website, user 3246",https://www.legit3246.com/login,0,31,0,2,1,1
"Welcome to our website, user 124",https://www.legit124.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1425",http://192.168.150.150/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 308",http://192.168.53.53/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2463",http://192.168.168.168/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4157",http://192.168.77.77/login.php,1,30,1,4,0,3
"Welcome to our website, user 3341",https://www.legit3341.com/login,0,31,0,2,1,1
"Welcome to our website, user 598",https://www.legit598.com/login,0,30,0,2,1,1
"Welcome to our website, user 2123",https://www.legit2123.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4498",http://192.168.163.163/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2685",http://192.168.135.135/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2049",http://192.168.9.9/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 4661",http://192.168.71.71/login.php,1,30,1,4,0,3
"Welcome to our website, user 2197",https://www.legit2197.com/login,0,31,0,2,1,1
"Welcome to our website, user 4051",https://www.legit4051.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1054",http://192.168.34.34/login.php,1,30,1,4,0,3
"Welcome to our website, user 3362",https://www.legit3362.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1851",http://192.168.66.66/login.php,1,30,1,4,0,3
"Welcome to our website, user 725",https://www.legit725.com/login,0,30,0,2,1,1
"Welcome to our website, user 4934",https://www.legit4934.com/login,0,31,0,2,1,1
"Welcome to our website, user 978",https://www.legit978.com/login,0,30,0,2,1,1
"Welcome to our website, user 808",https://www.legit808.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4603",http://192.168.13.13/login.php,1,30,1,4,0,3
"Welcome to our website, user 1475",https://www.legit1475.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 935",http://192.168.170.170/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4036",http://192.168.211.211/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2335",http://192.168.40.40/login.php,1,30,1,4,0,3
"Welcome to our website, user 3962",https://www.legit3962.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1422",http://192.168.147.147/login.php,1,32,1,4,0,3
"Welcome to our website, user 4905",https://www.legit4905.com/login,0,31,0,2,1,1
"Welcome to our website, user 1235",https://www.legit1235.com/login,0,31,0,2,1,1
"Welcome to our website, user 1225",https://www.legit1225.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3049",http://192.168.244.244/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4278",http://192.168.198.198/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3671",http://192.168.101.101/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 229",http://192.168.229.229/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1950",http://192.168.165.165/login.php,1,32,1,4,0,3
"Welcome to our website, user 3217",https://www.legit3217.com/login,0,31,0,2,1,1
"Welcome to our website, user 287",https://www.legit287.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 23",http://192.168.23.23/login.php,1,30,1,4,0,3
"Welcome to our website, user 2966",https://www.legit2966.com/login,0,31,0,2,1,1
"Welcome to our website, user 3164",https://www.legit3164.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1003",http://192.168.238.238/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3887",http://192.168.62.62/login.php,1,30,1,4,0,3
"Welcome to our website, user 1657",https://www.legit1657.com/login,0,31,0,2,1,1
"Welcome to our website, user 1975",https://www.legit1975.com/login,0,31,0,2,1,1
"Welcome to our website, user 2397",https://www.legit2397.com/login,0,31,0,2,1,1
"Welcome to our website, user 452",https://www.legit452.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3030",http://192.168.225.225/login.php,1,32,1,4,0,3
"Welcome to our website, user 4696",https://www.legit4696.com/login,0,31,0,2,1,1
"Welcome to our website, user 3681",https://www.legit3681.com/login,0,31,0,2,1,1
"Welcome to our website, user 422",https://www.legit422.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4725",http://192.168.135.135/login.php,1,32,1,4,0,3
"Welcome to our website, user 657",https://www.legit657.com/login,0,30,0,2,1,1
"Welcome to our website, user 3301",https://www.legit3301.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1394",http://192.168.119.119/login.php,1,32,1,4,0,3
"Welcome to our website, user 2845",https://www.legit2845.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3291",http://192.168.231.231/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2497",http://192.168.202.202/login.php,1,32,1,4,0,3
"Welcome to our website, user 1001",https://www.legit1001.com/login,0,31,0,2,1,1
"Welcome to our website, user 4198",https://www.legit4198.com/login,0,31,0,2,1,1
"Welcome to our website, user 2418",https://www.legit2418.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2482",http://192.168.187.187/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 706",http://192.168.196.196/login.php,1,32,1,4,0,3
"Welcome to our website, user 3847",https://www.legit3847.com/login,0,31,0,2,1,1
"Welcome to our website, user 961",https://www.legit961.com/login,0,30,0,2,1,1
"Welcome to our website, user 1580",https://www.legit1580.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 7",http://192.168.7.7/login.php,1,28,1,4,0,3
"Welcome to our website, user 2206",https://www.legit2206.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1312",http://192.168.37.37/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4562",http://192.168.227.227/login.php,1,32,1,4,0,3
"Welcome to our website, user 4231",https://www.legit4231.com/login,0,31,0,2,1,1
"Welcome to our website, user 757",https://www.legit757.com/login,0,30,0,2,1,1
"Welcome to our website, user 2284",https://www.legit2284.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1663",http://192.168.133.133/login.php,1,32,1,4,0,3
"Welcome to our website, user 4755",https://www.legit4755.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3211",http://192.168.151.151/login.php,1,32,1,4,0,3
"Welcome to our website, user 807",https://www.legit807.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1575",http://192.168.45.45/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2719",http://192.168.169.169/login.php,1,32,1,4,0,3
"Welcome to our website, user 1956",https://www.legit1956.com/login,0,31,0,2,1,1
"Welcome to our website, user 2445",https://www.legit2445.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 875",http://192.168.110.110/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3163",http://192.168.103.103/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1138",http://192.168.118.118/login.php,1,32,1,4,0,3
"Welcome to our website, user 2402",https://www.legit2402.com/login,0,31,0,2,1,1
"Welcome to our website, user 1073",https://www.legit1073.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1557",http://192.168.27.27/login.php,1,30,1,4,0,3
"Welcome to our website, user 4240",https://www.legit4240.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3509",http://192.168.194.194/login.php,1,32,1,4,0,3
"Welcome to our website, user 2091",https://www.legit2091.com/login,0,31,0,2,1,1
"Welcome to our website, user 4527",https://www.legit4527.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2202",http://192.168.162.162/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1795",http://192.168.10.10/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2237",http://192.168.197.197/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2422",http://192.168.127.127/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1849",http://192.168.64.64/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1836",http://192.168.51.51/login.php,1,30,1,4,0,3
"Welcome to our website, user 1003",https://www.legit1003.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4099",http://192.168.19.19/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1562",http://192.168.32.32/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 614",http://192.168.104.104/login.php,1,32,1,4,0,3
"Welcome to our website, user 4651",https://www.legit4651.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 313",http://192.168.58.58/login.php,1,30,1,4,0,3
"Welcome to our website, user 1485",https://www.legit1485.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2607",http://192.168.57.57/login.php,1,30,1,4,0,3
"Welcome to our website, user 1411",https://www.legit1411.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4303",http://192.168.223.223/login.php,1,32,1,4,0,3
"Welcome to our website, user 709",https://www.legit709.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 4806",http://192.168.216.216/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3042",http://192.168.237.237/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2211",http://192.168.171.171/login.php,1,32,1,4,0,3
"Welcome to our website, user 3076",https://www.legit3076.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3314",http://192.168.254.254/login.php,1,32,1,4,0,3
"Welcome to our website, user 4101",https://www.legit4101.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 114",http://192.168.114.114/login.php,1,32,1,4,0,3
"Welcome to our website, user 2722",https://www.legit2722.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4359",http://192.168.24.24/login.php,1,30,1,4,0,3
"Welcome to our website, user 1268",https://www.legit1268.com/login,0,31,0,2,1,1
"Welcome to our website, user 2462",https://www.legit2462.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 464",http://192.168.209.209/login.php,1,32,1,4,0,3
"Welcome to our website, user 268",https://www.legit268.com/login,0,30,0,2,1,1
"Welcome to our website, user 3580",https://www.legit3580.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 349",http://192.168.94.94/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2290",http://192.168.250.250/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 157",http://192.168.157.157/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1601",http://192.168.71.71/login.php,1,30,1,4,0,3
"Welcome to our website, user 2821",https://www.legit2821.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 807",http://192.168.42.42/login.php,1,30,1,4,0,3
"Welcome to our website, user 589",https://www.legit589.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 955",http://192.168.190.190/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 254",http://192.168.254.254/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1661",http://192.168.131.131/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2656",http://192.168.106.106/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3725",http://192.168.155.155/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1896",http://192.168.111.111/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2594",http://192.168.44.44/login.php,1,30,1,4,0,3
"Welcome to our website, user 2028",https://www.legit2028.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1818",http://192.168.33.33/login.php,1,30,1,4,0,3
"Welcome to our website, user 677",https://www.legit677.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 763",http://192.168.253.253/login.php,1,32,1,4,0,3
"Welcome to our website, user 1232",https://www.legit1232.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 296",http://192.168.41.41/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2103",http://192.168.63.63/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 34",http://192.168.34.34/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 452",http://192.168.197.197/login.php,1,32,1,4,0,3
"Welcome to our website, user 2432",https://www.legit2432.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1319",http://192.168.44.44/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1119",http://192.168.99.99/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4158",http://192.168.78.78/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4953",http://192.168.108.108/login.php,1,32,1,4,0,3
"Welcome to our website, user 896",https://www.legit896.com/login,0,30,0,2,1,1
"Welcome to our website, user 1611",https://www.legit1611.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1474",http://192.168.199.199/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2661",http://192.168.111.111/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2460",http://192.168.165.165/login.php,1,32,1,4,0,3
"Welcome to our website, user 3806",https://www.legit3806.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3273",http://192.168.213.213/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4451",http://192.168.116.116/login.php,1,32,1,4,0,3
"Welcome to our website, user 4701",https://www.legit4701.com/login,0,31,0,2,1,1
"Welcome to our website, user 3961",https://www.legit3961.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 417",http://192.168.162.162/login.php,1,32,1,4,0,3
"Welcome to our website, user 890",https://www.legit890.com/login,0,30,0,2,1,1
"Welcome to our website, user 4999",https://www.legit4999.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2506",http://192.168.211.211/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2881",http://192.168.76.76/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 95",http://192.168.95.95/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1932",http://192.168.147.147/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4617",http://192.168.27.27/login.php,1,30,1,4,0,3
"Welcome to our website, user 2799",https://www.legit2799.com/login,0,31,0,2,1,1
"Welcome to our website, user 584",https://www.legit584.com/login,0,30,0,2,1,1
"Welcome to our website, user 3268",https://www.legit3268.com/login,0,31,0,2,1,1
"Welcome to our website, user 3932",https://www.legit3932.com/login,0,31,0,2,1,1
"Welcome to our website, user 1260",https://www.legit1260.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1205",http://192.168.185.185/login.php,1,32,1,4,0,3
"Welcome to our website, user 310",https://www.legit310.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2789",http://192.168.239.239/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1458",http://192.168.183.183/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1206",http://192.168.186.186/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 882",http://192.168.117.117/login.php,1,32,1,4,0,3
"Welcome to our website, user 4668",https://www.legit4668.com/login,0,31,0,2,1,1
"Welcome to our website, user 4298",https://www.legit4298.com/login,0,31,0,2,1,1
"Welcome to our website, user 3783",https://www.legit3783.com/login,0,31,0,2,1,1
"Welcome to our website, user 1008",https://www.legit1008.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3354",http://192.168.39.39/login.php,1,30,1,4,0,3
"Welcome to our website, user 2185",https://www.legit2185.com/login,0,31,0,2,1,1
"Welcome to our website, user 3623",https://www.legit3623.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2039",http://192.168.254.254/login.php,1,32,1,4,0,3
"Welcome to our website, user 4922",https://www.legit4922.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4673",http://192.168.83.83/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 2950",http://192.168.145.145/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1125",http://192.168.105.105/login.php,1,32,1,4,0,3
"Welcome to our website, user 4756",https://www.legit4756.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 74",http://192.168.74.74/login.php,1,30,1,4,0,3
"Welcome to our website, user 90",https://www.legit90.com/login,0,29,0,2,1,1
"Your account has been compromised, click here 974",http://192.168.209.209/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1418",http://192.168.143.143/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3640",http://192.168.70.70/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 3690",http://192.168.120.120/login.php,1,32,1,4,0,3
"Welcome to our website, user 2117",https://www.legit2117.com/login,0,31,0,2,1,1
"Welcome to our website, user 2937",https://www.legit2937.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1842",http://192.168.57.57/login.php,1,30,1,4,0,3
"Welcome to our website, user 983",https://www.legit983.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 2260",http://192.168.220.220/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4985",http://192.168.140.140/login.php,1,32,1,4,0,3
"Welcome to our website, user 2925",https://www.legit2925.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1061",http://192.168.41.41/login.php,1,30,1,4,0,3
"Welcome to our website, user 3214",https://www.legit3214.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1447",http://192.168.172.172/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1779",http://192.168.249.249/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2038",http://192.168.253.253/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 663",http://192.168.153.153/login.php,1,32,1,4,0,3
"Welcome to our website, user 627",https://www.legit627.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 3008",http://192.168.203.203/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 125",http://192.168.125.125/login.php,1,32,1,4,0,3
"Welcome to our website, user 4765",https://www.legit4765.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3143",http://192.168.83.83/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4594",http://192.168.4.4/login.php,1,28,1,4,0,3
"Welcome to our website, user 1269",https://www.legit1269.com/login,0,31,0,2,1,1
"Welcome to our website, user 128",https://www.legit128.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1112",http://192.168.92.92/login.php,1,30,1,4,0,3
"Welcome to our website, user 1711",https://www.legit1711.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2862",http://192.168.57.57/login.php,1,30,1,4,0,3
"Welcome to our website, user 4235",https://www.legit4235.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 192",http://192.168.192.192/login.php,1,32,1,4,0,3
"Welcome to our website, user 2398",https://www.legit2398.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 434",http://192.168.179.179/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1057",http://192.168.37.37/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4318",http://192.168.238.238/login.php,1,32,1,4,0,3
"Welcome to our website, user 1186",https://www.legit1186.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1013",http://192.168.248.248/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 4793",http://192.168.203.203/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1014",http://192.168.249.249/login.php,1,32,1,4,0,3
"Welcome to our website, user 1977",https://www.legit1977.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4887",http://192.168.42.42/login.php,1,30,1,4,0,3
"Welcome to our website, user 4247",https://www.legit4247.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2672",http://192.168.122.122/login.php,1,32,1,4,0,3
"Welcome to our website, user 915",https://www.legit915.com/login,0,30,0,2,1,1
"Welcome to our website, user 1305",https://www.legit1305.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 455",http://192.168.200.200/login.php,1,32,1,4,0,3
"Welcome to our website, user 3049",https://www.legit3049.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 4521",http://192.168.186.186/login.php,1,32,1,4,0,3
"Welcome to our website, user 1273",https://www.legit1273.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3055",http://192.168.250.250/login.php,1,32,1,4,0,3
"Welcome to our website, user 2796",https://www.legit2796.com/login,0,31,0,2,1,1
"Welcome to our website, user 1398",https://www.legit1398.com/login,0,31,0,2,1,1
"Welcome to our website, user 3358",https://www.legit3358.com/login,0,31,0,2,1,1
"Welcome to our website, user 183",https://www.legit183.com/login,0,30,0,2,1,1
"Your account has been compromised, click here 1867",http://192.168.82.82/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 695",http://192.168.185.185/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3835",http://192.168.10.10/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4626",http://192.168.36.36/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1170",http://192.168.150.150/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1987",http://192.168.202.202/login.php,1,32,1,4,0,3
"Welcome to our website, user 4567",https://www.legit4567.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3955",http://192.168.130.130/login.php,1,32,1,4,0,3
"Welcome to our website, user 2656",https://www.legit2656.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 3309",http://192.168.249.249/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1857",http://192.168.72.72/login.php,1,30,1,4,0,3
"Welcome to our website, user 1961",https://www.legit1961.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1383",http://192.168.108.108/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3853",http://192.168.28.28/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4973",http://192.168.128.128/login.php,1,32,1,4,0,3
"Welcome to our website, user 1251",https://www.legit1251.com/login,0,31,0,2,1,1
"Welcome to our website, user 3176",https://www.legit3176.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 2760",http://192.168.210.210/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 13",http://192.168.13.13/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 4705",http://192.168.115.115/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 1539",http://192.168.9.9/login.php,1,28,1,4,0,3
"Welcome to our website, user 3289",https://www.legit3289.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1448",http://192.168.173.173/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 3726",http://192.168.156.156/login.php,1,32,1,4,0,3
"Your account has been compromised, click here 2611",http://192.168.61.61/login.php,1,30,1,4,0,3
"Your account has been compromised, click here 1275",http://192.168.0.0/login.php,1,28,1,4,0,3
"Your account has been compromised, click here 1887",http://192.168.102.102/login.php,1,32,1,4,0,3
"Welcome to our website, user 1051",https://www.legit1051.com/login,0,31,0,2,1,1
"Welcome to our website, user 4069",https://www.legit4069.com/login,0,31,0,2,1,1
"Your account has been compromised, click here 1022",http://192.168.2.2/login.php,1,28,1,4,0,3
